OTU ID	C0	C7	C15	C25	C40	HP7	HP15	HP25	HP40	LP7	LP15	LP25	LP40
OTU867	11	10 	14	12	17	11	19	15	15	8	16	11	22
OTU868	1	1 	1	1	1	0	0	0	0	1	1	0	1
OTU869	1	0 	0	0	0	0	0	1	0	0	0	1	0
OTU870	2	0 	0	1	5	0	1	0	0	0	2	1	1
OTU871	5	4 	9	7	4	6	8	7	7	2	2	2	8
OTU872	0	0 	2	3	1	0	2	2	0	0	0	1	0
OTU873	1	2 	0	2	0	2	1	0	3	1	2	0	2
OTU874	7	7 	19	7	16	9	10	15	15	5	10	15	16
OTU875	0	1 	0	1	3	2	0	0	0	0	1	0	0
OTU876	0	0 	0	0	0	0	1	2	0	0	0	1	1
OTU877	0	1 	0	1	0	1	0	0	1	0	0	1	1
OTU878	0	1 	0	1	0	0	2	3	1	2	0	5	2
OTU879	22	24 	13	22	23	29	13	21	20	18	16	9	19
OTU880	0	0 	0	1	2	0	1	0	1	0	0	1	2
OTU881	2	2 	2	1	5	2	4	3	13	1	5	1	13
OTU882	0	2 	1	1	0	3	0	0	0	0	0	0	0
OTU883	1	2 	3	7	9	1	6	2	7	2	5	3	1
OTU884	0	1 	0	0	1	1	0	0	2	0	0	0	1
OTU885	0	1 	1	1	1	2	0	0	0	0	2	0	1
OTU886	3	2 	0	2	0	1	1	1	0	2	0	0	1
OTU887	2	1 	2	3	1	2	6	4	2	0	7	0	4
OTU888	0	1 	0	1	0	0	0	1	0	2	1	0	0
OTU889	0	0 	2	1	3	0	0	1	0	0	0	0	0
OTU890	0	1 	0	0	0	1	0	0	1	0	1	1	0
OTU891	0	1 	0	2	0	1	0	0	0	0	0	0	0
OTU892	2	3 	2	3	0	3	1	3	3	3	3	2	2
OTU893	0	0 	0	0	0	0	1	1	0	0	0	0	0
OTU894	0	0 	0	2	3	0	0	0	0	0	0	2	0
OTU895	18	14 	14	14	17	17	18	20	16	11	13	11	7
OTU896	3	2 	4	7	11	2	3	3	2	1	4	5	1
OTU897	6	5 	13	2	5	6	8	1	11	3	6	5	3
OTU898	2	2 	2	0	0	2	1	0	0	1	0	1	0
OTU899	0	1 	0	0	0	1	0	0	1	1	0	1	3
OTU900	3	0 	1	0	2	0	0	2	0	0	0	3	1
OTU901	0	2 	1	1	3	1	3	0	2	2	0	2	2
OTU902	100	80 	144	175	138	79	105	168	130	81	124	239	171
OTU903	8	5 	9	5	5	1	4	5	3	8	8	4	4
OTU904	2	1 	2	0	0	1	0	0	0	0	0	0	0
OTU905	1	1 	0	1	3	0	0	2	2	1	3	2	1
OTU906	0	0 	0	2	3	0	3	1	2	0	1	1	0
OTU907	6	7 	6	2	3	5	5	4	6	8	8	10	4
OTU908	9	8 	3	2	5	7	5	3	4	8	3	4	2
OTU909	0	4 	8	2	2	4	2	6	7	3	3	1	3
OTU910	0	0 	1	1	0	0	0	0	1	0	2	1	2
OTU911	9	11 	10	5	11	13	13	13	10	8	8	11	11
OTU912	5	4 	6	2	3	3	10	5	4	4	4	2	2
OTU913	34	23 	25	48	35	23	42	56	44	22	42	78	75
OTU914	1	0 	0	1	0	0	0	0	0	0	0	0	1
OTU915	1	1 	1	2	1	2	2	1	2	0	0	4	3
OTU916	1	3 	1	0	0	0	1	1	0	5	0	0	0
OTU917	6	13 	6	5	3	13	6	8	14	12	3	7	10
OTU918	1	1 	4	2	4	0	1	0	0	1	1	0	0
OTU919	1	1 	0	1	1	0	0	0	0	1	1	1	0
OTU920	0	1 	4	1	0	0	1	1	0	2	3	0	0
OTU921	2	3 	2	2	0	5	0	1	1	1	2	1	0
OTU922	0	1 	1	0	3	0	1	2	0	1	0	3	2
OTU923	1	1 	2	0	1	0	3	0	3	2	1	1	1
OTU924	1	0 	1	1	5	0	3	2	0	0	0	0	1
OTU925	9	2 	0	0	0	4	0	0	0	0	0	0	0
OTU926	0	0 	0	0	3	0	0	2	1	0	1	1	1
OTU927	1	3 	4	2	2	3	3	3	2	3	3	4	2
OTU928	0	2 	1	0	0	2	3	0	0	1	1	2	2
OTU929	0	0 	0	1	5	0	1	1	0	0	0	0	0
OTU930	0	0 	0	0	0	0	0	1	0	0	1	1	0
OTU931	0	0 	0	1	0	0	0	0	0	0	0	0	0
OTU932	1	1 	0	0	1	1	0	1	0	1	1	1	0
OTU933	2	8 	7	4	3	12	6	4	6	3	9	6	4
OTU934	0	1 	1	0	1	2	1	0	1	0	0	0	0
OTU935	0	2 	2	3	3	3	0	5	1	0	2	2	2
OTU936	0	0 	0	1	0	0	1	0	0	0	2	0	0
OTU937	0	1 	4	0	3	1	1	1	4	1	3	1	2
OTU938	6	3 	6	5	6	5	6	5	10	1	4	3	5
OTU939	0	1 	1	0	2	2	3	2	2	0	0	3	1
OTU940	1	0 	1	0	0	0	0	0	1	0	0	0	0
OTU941	0	0 	1	2	0	0	0	0	0	0	0	1	0
OTU942	1	1 	4	3	1	1	0	1	1	0	0	3	5
OTU943	12	19 	14	15	41	20	11	15	21	17	21	16	18
OTU944	1	3 	8	9	5	4	5	1	5	1	9	9	10
OTU945	0	1 	0	2	0	0	0	0	0	1	0	0	0
OTU946	1	0 	0	0	1	0	1	0	0	0	0	0	1
OTU947	0	0 	1	5	7	0	25	85	158	0	14	44	39
OTU948	2	3 	0	2	5	3	0	4	3	2	1	2	3
OTU949	2	3 	1	2	1	1	0	1	2	4	2	3	3
OTU950	0	1 	2	2	4	2	1	2	1	0	1	0	3
OTU951	0	2 	0	0	2	3	0	0	6	1	0	0	0
OTU952	1	1 	3	2	0	1	1	0	1	0	2	0	4
OTU953	29	22 	50	42	42	18	51	66	89	26	48	42	70
OTU954	3	8 	6	5	6	5	5	5	0	11	1	1	1
OTU955	0	1 	0	0	1	0	1	1	0	1	0	1	0
OTU956	1	2 	0	0	2	2	0	0	3	2	1	0	0
OTU957	5	1 	1	0	5	1	3	2	8	1	1	5	4
OTU958	5	7 	12	13	14	1	13	29	26	12	15	18	13
OTU959	0	1 	2	1	1	0	1	0	0	1	1	1	0
OTU960	0	0 	0	0	0	0	0	0	2	0	0	0	0
OTU961	2	1 	0	0	0	1	2	1	0	0	1	1	0
OTU962	10	12 	17	16	8	13	19	23	16	10	18	10	20
OTU963	1	0 	0	1	2	0	1	0	2	0	0	0	2
OTU964	1	0 	1	1	1	0	1	2	0	0	0	1	1
OTU965	0	0 	0	1	0	0	0	0	0	0	1	0	1
OTU966	0	1 	1	0	2	1	0	1	4	0	1	2	1
OTU967	23	25 	24	25	31	20	24	30	22	29	35	47	33
OTU968	2	4 	1	3	4	4	6	5	9	3	4	3	6
OTU969	3	3 	2	2	2	3	0	5	1	2	0	1	0
OTU970	0	1 	0	0	0	1	1	0	0	0	1	1	0
OTU971	2	1 	2	3	1	1	2	0	3	0	1	1	0
OTU972	3	2 	0	3	1	2	4	3	1	1	3	4	3
OTU973	2	2 	1	4	3	1	3	3	1	2	0	3	4
OTU974	0	0 	2	2	1	0	2	0	0	0	0	1	0
OTU975	0	0 	1	1	1	0	1	2	2	0	4	0	2
OTU976	0	0 	1	1	1	0	0	0	0	0	2	0	0
OTU977	1	0 	0	1	1	0	0	2	2	0	0	1	2
OTU978	1	0 	0	1	2	0	1	0	2	0	1	1	2
OTU979	2	0 	1	0	0	0	1	0	1	0	0	1	2
OTU980	0	0 	0	1	0	0	1	2	2	0	0	2	0
OTU981	1	3 	1	1	1	4	3	2	5	1	2	4	5
OTU982	1	1 	2	5	0	0	1	5	0	1	0	0	0
OTU983	0	1 	3	2	0	2	1	1	3	0	6	3	3
OTU984	12	9 	9	17	27	8	19	10	17	10	17	13	14
OTU985	0	0 	0	0	0	0	0	0	0	0	0	0	0
OTU986	0	0 	1	1	0	0	0	0	0	0	1	0	0
OTU987	0	1 	1	1	2	0	2	3	1	1	5	1	0
OTU988	1	1 	0	0	0	1	0	1	0	0	2	0	0
OTU989	0	1 	1	1	1	1	2	0	0	0	0	0	0
OTU990	10	4 	2	2	0	5	2	0	0	3	4	0	0
OTU991	1	3 	1	2	1	2	1	1	0	4	3	2	1
OTU992	1	2 	0	2	0	1	0	0	2	3	3	0	2
OTU993	2	1 	2	0	0	1	1	0	2	0	0	1	2
OTU994	0	1 	1	2	1	0	1	1	4	2	0	2	6
OTU995	2	2 	3	1	3	3	1	2	0	0	1	0	1
OTU996	0	2 	0	0	0	0	0	0	0	3	0	0	0
OTU997	0	0 	0	0	1	0	0	0	0	0	0	0	0
OTU998	2	3 	3	4	2	4	3	3	2	2	2	5	1
OTU999	1	1 	0	2	0	0	0	2	2	1	0	0	0
OTU1000	0	1 	1	2	5	1	2	1	0	0	0	1	0
OTU1001	0	0 	0	0	0	0	2	1	0	0	0	0	0
OTU1002	2	2 	1	2	2	2	0	3	5	2	1	3	6
OTU1003	0	0 	0	0	0	0	0	0	2	0	0	0	0
OTU1004	0	0 	0	0	0	0	0	0	0	0	1	0	0
OTU1005	0	1 	1	0	0	1	1	0	0	0	0	1	0
OTU1006	0	0 	0	0	0	0	0	0	1	0	0	0	1
OTU1007	3	2 	7	1	7	2	9	8	7	1	8	8	6
OTU1008	1	1 	0	0	0	1	0	0	0	1	1	1	0
OTU1009	0	0 	0	1	1	0	0	0	1	0	1	0	1
OTU1010	1	5 	4	7	10	5	5	4	3	4	4	5	5
OTU1011	5	8 	5	4	6	9	1	3	7	7	7	4	2
OTU1012	1	2 	1	2	2	2	0	1	0	2	5	8	6
OTU1013	1	2 	4	5	7	1	2	1	0	2	2	1	1
OTU1014	0	1 	3	0	0	1	0	3	7	0	3	2	2
OTU1015	4	2 	1	0	1	1	1	0	0	3	1	0	0
OTU1016	4	2 	2	2	6	3	3	3	3	1	2	1	3
OTU1017	3	1 	2	2	3	2	0	1	2	0	2	1	2
OTU1018	0	0 	0	0	0	0	0	0	0	0	0	1	0
OTU1019	0	1 	1	1	0	0	0	2	0	1	0	1	0
OTU1020	1	0 	1	0	0	0	0	1	1	0	0	0	0
OTU1021	1	4 	4	1	0	6	8	0	0	2	1	0	0
OTU1022	4	4 	2	1	0	3	2	7	3	4	6	0	0
OTU1023	4	2 	2	2	2	2	2	1	0	2	2	1	0
OTU1024	0	0 	0	0	0	0	0	1	0	0	0	2	1
OTU1025	0	0 	1	0	0	0	0	0	1	0	0	2	1
OTU1026	1	1 	1	1	2	1	1	0	1	0	0	0	1
OTU1027	0	0 	0	1	0	0	0	0	2	0	0	1	0
OTU1028	2	1 	0	0	0	1	0	1	1	1	0	0	0
OTU1029	2	1 	0	0	1	0	1	1	0	1	1	0	0
OTU1030	2	1 	1	0	2	1	0	0	0	0	3	0	1
OTU1031	1	0 	1	0	0	0	1	1	2	0	2	2	0
OTU1032	0	1 	0	0	0	1	0	2	0	1	0	0	0
OTU1033	6	4 	4	8	7	2	4	3	2	6	5	3	3
OTU1034	2	2 	1	1	2	3	1	3	0	0	2	0	1
OTU1035	1	0 	0	1	2	0	2	0	1	0	2	3	1
OTU1036	18	13 	24	20	18	16	12	25	24	9	19	23	23
OTU1037	0	0 	0	0	1	0	0	2	0	0	0	0	0
OTU1038	1	0 	0	0	2	0	2	0	2	0	0	0	2
OTU1039	0	0 	1	3	1	0	1	0	1	0	0	0	2
OTU1040	0	0 	2	1	3	0	0	3	1	0	2	0	1
OTU1041	0	1 	0	0	1	0	1	1	0	2	1	0	0
OTU1042	1	1 	1	1	0	1	0	0	0	1	0	0	0
OTU1043	6	5 	6	5	5	5	1	4	4	5	6	4	0
OTU1044	0	0 	1	0	2	0	1	1	0	0	0	1	1
OTU1045	0	0 	2	1	0	0	0	1	0	0	0	0	0
OTU1046	0	0 	0	0	1	0	0	0	0	0	1	2	0
OTU1047	2	1 	0	2	1	1	0	1	0	0	0	4	1
OTU1048	0	0 	0	0	0	0	0	0	2	0	0	0	0
OTU1049	3	2 	2	0	2	1	0	2	1	2	2	0	1
OTU1050	0	0 	0	2	0	0	0	1	1	0	2	0	1
OTU1051	5	3 	0	1	6	3	3	1	2	2	6	4	4
OTU1052	1	0 	0	0	0	0	0	0	0	0	0	0	0
OTU1053	1	2 	2	7	1	1	4	2	1	3	1	1	0
OTU1054	1	1 	0	0	2	1	1	0	1	0	0	1	0
OTU1055	0	0 	0	0	1	0	2	0	1	0	1	0	0
OTU1056	0	0 	0	0	0	0	0	0	1	0	0	1	0
OTU1057	1	2 	1	5	3	3	0	3	1	0	2	2	0
OTU1058	0	1 	1	0	0	1	1	0	0	0	1	1	1
OTU1059	1	3 	1	2	2	1	3	2	1	5	4	1	3
OTU1060	2	0 	0	0	1	0	0	0	2	0	1	1	0
OTU1061	1	1 	2	1	0	2	1	0	0	0	1	0	0
OTU1062	0	1 	0	1	0	1	0	1	2	0	2	1	1
OTU1063	0	3 	4	2	1	1	1	2	3	4	1	2	0
OTU1064	121	132 	132	93	97	166	123	107	96	97	115	90	98
OTU1065	1	1 	5	4	3	2	4	2	1	0	0	4	1
OTU1066	0	0 	0	0	0	0	0	1	0	0	0	0	0
OTU1067	0	0 	0	1	0	0	0	0	0	0	0	1	0
OTU1068	0	4 	1	2	2	4	2	1	1	4	1	0	2
OTU1069	3	2 	1	2	3	1	0	1	3	3	3	3	1
OTU1070	0	0 	0	1	3	0	4	0	1	0	1	1	5
OTU1071	230	285 	136	162	104	303	134	138	154	267	155	175	159
OTU1072	2	2 	6	2	5	1	1	4	3	2	3	3	8
OTU1073	0	2 	0	0	1	1	0	1	0	3	0	0	1
OTU1074	1	2 	1	2	0	3	2	2	1	0	0	1	1
OTU1075	1	1 	1	0	0	0	4	2	3	1	0	0	1
OTU1076	2	1 	0	2	3	0	1	2	1	1	4	1	2
OTU1077	0	1 	1	1	1	0	2	2	0	1	0	0	1
OTU1078	2	2 	1	1	0	1	0	0	0	3	1	0	1
OTU1079	9	7 	7	12	8	9	8	6	7	5	9	14	10
OTU1080	0	1 	2	4	1	1	1	1	4	0	1	2	3
OTU1081	4	1 	4	2	3	1	2	2	5	1	1	1	2
OTU1082	0	0 	4	2	5	0	1	2	1	0	1	4	2
OTU1083	0	0 	0	1	0	0	0	1	0	0	0	0	0
OTU1084	4	1 	3	2	3	0	2	0	1	2	2	2	3
OTU1085	51	52 	38	36	52	51	38	26	43	52	32	52	51
OTU1086	6	4 	6	2	3	6	5	2	0	1	4	2	4
OTU1087	0	1 	1	0	0	1	1	2	2	1	0	0	2
OTU1088	0	0 	0	1	1	0	1	0	0	0	0	1	2
OTU1089	0	1 	0	0	0	0	0	0	0	1	0	0	0
OTU1090	0	1 	1	1	1	2	6	1	2	0	4	0	0
OTU1091	3	9 	6	11	10	10	12	12	9	7	6	9	8
OTU1092	1	1 	0	2	0	1	0	0	1	1	0	1	0
OTU1093	0	0 	0	0	0	0	0	1	0	0	0	0	0
OTU1094	16	14 	8	7	2	14	19	5	6	13	13	6	5
OTU1095	3	5 	8	9	15	3	12	17	6	6	6	14	11
OTU1096	0	0 	0	1	7	0	0	0	0	0	1	0	0
OTU1097	2	2 	1	3	2	2	2	1	3	2	4	1	3
OTU1098	0	1 	1	1	0	0	2	1	1	1	0	0	0
OTU1099	0	0 	0	1	0	0	0	0	0	0	0	0	0
OTU1100	0	1 	2	0	3	1	0	1	1	0	0	2	0
OTU1101	0	1 	1	0	3	1	1	1	2	0	1	1	0
OTU1102	2	1 	1	0	3	1	5	1	4	0	0	0	0
OTU1103	0	0 	1	1	0	0	0	2	2	0	0	1	0
OTU1104	12	18 	16	10	8	18	12	15	15	17	14	20	16
OTU1105	1	1 	1	0	0	2	1	0	0	0	1	0	2
OTU1106	3	2 	10	15	6	2	5	5	9	2	5	12	4
OTU1107	0	0 	0	1	1	0	1	0	0	0	1	0	1
OTU1108	0	0 	0	0	1	0	1	0	2	0	0	0	0
OTU1109	9	9 	17	19	8	4	20	13	24	13	10	7	5
OTU1110	7	4 	6	2	4	4	3	0	2	3	2	3	2
OTU1111	30	26 	32	34	41	24	37	37	32	27	33	33	43
OTU1112	0	1 	0	0	0	1	0	0	0	0	0	0	0
OTU1113	3	2 	3	3	2	1	8	8	6	3	3	5	2
OTU1114	4	1 	3	1	2	0	0	0	0	1	1	1	1
OTU1115	1	0 	1	0	0	0	0	0	0	0	1	0	0
OTU1116	2	2 	0	0	1	3	3	2	0	0	6	1	0
OTU1117	3	0 	0	0	0	0	0	0	0	0	1	0	0
OTU1118	4	2 	1	0	0	0	1	0	0	3	1	0	0
OTU1119	0	0 	1	0	1	0	1	0	0	0	0	0	0
OTU1120	2	2 	3	2	1	2	2	0	3	1	2	0	3
OTU1121	0	2 	0	0	2	0	2	3	3	3	0	1	0
OTU1122	0	2 	1	1	0	1	0	0	0	2	0	0	0
OTU1123	0	0 	0	0	0	0	1	0	0	0	1	2	0
OTU1124	5	3 	4	3	5	2	6	5	7	4	6	6	8
OTU1125	14	19 	20	26	39	19	22	26	26	18	14	27	44
OTU1126	0	3 	4	5	4	4	2	2	2	1	2	2	3
OTU1127	103	108 	76	102	136	130	68	63	128	86	91	110	88
OTU1128	1	3 	2	3	0	4	1	1	0	1	1	1	0
OTU1129	0	1 	1	0	0	0	0	1	0	1	0	1	0
OTU1130	2	1 	2	1	2	1	0	1	2	1	2	2	2
OTU1131	5	8 	4	8	12	8	12	4	16	8	9	6	7
OTU1132	0	0 	2	0	0	0	2	0	0	0	0	0	0
OTU1133	0	3 	1	0	0	3	1	0	1	2	0	1	0
OTU1134	1	1 	1	6	3	0	1	1	3	2	3	2	2
OTU1135	1	0 	0	0	1	0	2	0	0	0	0	1	3
OTU1136	1	3 	4	6	5	4	3	3	5	2	6	8	2
OTU1137	0	2 	2	3	7	1	6	1	1	3	2	3	0
OTU1138	10	12 	11	9	11	9	20	9	16	15	20	5	19
OTU1139	0	1 	2	1	0	2	0	1	0	0	0	0	0
OTU1140	2	1 	4	1	4	0	3	3	1	1	3	7	1
OTU1141	0	2 	2	0	2	3	3	2	3	1	1	3	4
OTU1142	2	1 	0	1	1	1	2	0	0	0	0	0	0
OTU1143	0	0 	0	0	0	0	0	0	0	0	1	1	0
OTU1144	0	1 	0	0	1	1	3	1	0	0	2	2	1
OTU1145	2	2 	1	0	1	0	1	2	2	3	0	0	0
OTU1146	5	5 	3	3	3	6	4	3	2	3	1	1	0
OTU1147	32	27 	22	38	20	35	26	28	32	18	32	34	33
OTU1148	1	3 	3	6	6	4	2	5	5	2	4	1	4
OTU1149	1	0 	1	0	2	0	1	0	0	0	2	0	1
OTU1150	5	11 	5	6	7	8	4	11	15	13	5	17	17
OTU1151	4	7 	4	2	13	7	10	1	5	6	2	1	1
OTU1152	1	0 	0	0	0	0	0	0	1	0	0	0	0
OTU1153	1	0 	2	0	1	0	1	0	0	0	1	0	0
OTU1154	1	1 	0	0	0	0	1	0	0	1	2	0	0
OTU1155	33	39 	76	81	75	49	69	68	71	28	70	56	75
OTU1156	52	237 	11	5	11	125	9	5	9	349	8	7	7
OTU1157	0	2 	1	0	0	1	0	1	0	2	0	3	0
OTU1158	3	2 	0	0	3	1	3	1	1	2	2	1	3
OTU1159	1	2 	0	0	0	1	0	1	1	2	0	1	1
OTU1160	0	0 	1	0	0	0	0	0	0	0	0	0	0
OTU1161	6	6 	8	12	7	3	15	7	6	8	9	6	11
OTU1162	0	0 	1	0	0	0	0	0	0	0	0	0	0
OTU1163	1	1 	0	0	1	1	2	0	2	1	0	1	0
OTU1164	0	0 	0	0	0	0	2	0	0	0	0	0	0
OTU1165	1	1 	0	1	1	0	0	1	2	1	0	0	0
OTU1166	1	1 	1	2	2	2	2	0	1	0	3	1	0
OTU1167	4	2 	7	2	4	1	1	3	2	3	5	1	2
OTU1168	0	1 	0	1	0	1	2	0	3	0	0	1	1
OTU1169	5	3 	0	0	0	1	0	0	0	5	1	0	0
OTU1170	0	0 	0	0	0	0	0	0	1	0	0	0	0
OTU1171	1	1 	1	1	1	1	2	2	0	0	2	3	2
OTU1172	8	6 	21	12	12	6	18	5	12	6	23	8	9
OTU1173	4	2 	1	0	0	4	1	0	0	0	0	0	0
OTU1174	23	16 	19	21	26	17	24	21	25	14	15	26	27
OTU1175	1	1 	1	1	1	1	1	0	3	0	3	4	6
OTU1176	62	56 	37	42	67	75	35	50	50	36	21	48	48
OTU1177	0	1 	0	1	0	1	1	1	1	0	1	4	3
OTU1178	1	0 	0	0	1	0	0	0	2	0	0	0	1
OTU1179	0	4 	3	3	1	5	3	0	2	2	4	1	5
OTU1180	0	0 	0	0	1	0	0	0	0	0	0	0	1
OTU1181	7	7 	9	8	7	8	18	11	10	6	7	3	13
OTU1182	4	3 	0	1	0	0	0	0	1	5	2	1	1
OTU1183	2	3 	0	1	2	4	0	3	0	1	1	1	1
OTU1184	2	3 	4	2	3	1	1	3	1	4	3	2	1
OTU1185	1	2 	3	1	3	2	0	1	2	2	0	0	1
OTU1186	7	5 	2	5	2	3	2	3	3	7	1	7	1
OTU1187	0	0 	1	0	1	0	2	0	0	0	0	0	1
OTU1188	26	21 	20	25	27	21	22	24	28	21	21	21	37
OTU1189	2	3 	0	1	1	5	0	0	1	0	0	0	0
OTU1190	9	11 	7	17	17	8	17	21	29	13	18	16	28
OTU1191	3	3 	4	4	6	2	3	0	2	3	3	2	4
OTU1192	1	0 	0	0	0	0	1	1	0	0	0	0	0
OTU1193	8	8 	19	14	6	10	10	11	14	6	21	13	14
OTU1194	2	5 	2	1	2	5	0	2	4	4	4	3	4
OTU1195	0	2 	2	1	1	2	2	0	0	2	3	1	0
OTU1196	3	1 	1	0	1	1	0	0	0	0	0	0	0
OTU1197	2	1 	5	1	0	0	4	0	0	1	0	0	2
OTU1198	1	0 	0	1	1	0	0	2	1	0	1	1	3
OTU1199	0	1 	0	4	1	2	1	1	0	0	0	1	0
OTU1200	9	10 	4	11	2	9	3	4	3	10	6	6	6
OTU1201	0	1 	1	2	3	0	1	4	2	1	2	3	3
OTU1202	0	0 	0	1	0	0	0	3	0	0	0	1	2
OTU1203	0	0 	0	1	2	0	0	0	0	0	0	0	1
OTU1204	3	1 	2	0	3	1	3	4	1	1	3	2	2
OTU1205	0	0 	0	1	0	0	0	0	1	0	0	0	1
OTU1206	1	1 	2	0	0	0	1	0	0	1	1	0	0
OTU1207	0	0 	0	1	0	0	0	0	0	0	0	0	0
OTU1208	18	23 	22	24	15	29	25	29	28	16	29	21	34
OTU1209	3	4 	11	7	7	2	8	8	15	6	4	3	10
OTU1210	3	3 	3	2	1	3	1	0	1	2	3	1	0
OTU1211	76	87 	74	71	68	50	83	89	132	124	80	52	130
OTU1212	8	6 	10	6	2	2	13	10	10	10	9	7	7
OTU1213	0	0 	1	0	0	0	1	0	1	0	0	0	0
OTU1214	2	6 	2	5	2	6	2	3	2	5	4	2	2
OTU1215	0	0 	0	0	0	0	0	0	2	0	0	1	1
OTU1216	3	7 	3	5	5	4	4	4	5	9	1	2	4
OTU1217	1	1 	0	0	0	0	0	0	0	1	0	1	0
OTU1218	2	1 	1	2	1	1	0	2	0	1	1	3	3
OTU1219	0	2 	4	2	5	2	1	7	1	2	0	1	2
OTU1220	2	4 	6	2	0	6	1	3	1	2	2	2	4
OTU1221	0	0 	0	2	1	0	0	0	1	0	0	3	0
OTU1222	0	1 	0	0	0	1	0	0	1	0	0	0	0
OTU1223	1	1 	1	0	1	0	4	1	0	1	1	2	0
OTU1224	0	1 	1	2	0	1	0	0	0	0	1	1	0
OTU1225	0	0 	0	1	1	0	0	1	0	0	1	0	1
OTU1226	11	8 	2	3	4	8	3	3	2	7	4	3	2
OTU1227	46	36 	1	0	0	16	1	1	1	56	6	1	0
OTU1228	2	1 	1	0	1	2	0	0	0	0	0	0	0
OTU1229	0	1 	4	1	0	1	0	0	0	0	2	0	1
OTU1230	0	1 	0	1	0	0	2	0	0	1	0	0	0
OTU1231	0	0 	0	0	1	0	0	1	1	0	0	2	3
OTU1232	1	2 	0	0	0	2	0	0	0	1	0	0	1
OTU1233	0	1 	1	0	0	0	1	0	2	2	1	1	1
OTU1234	9	6 	14	12	17	5	13	8	16	6	10	10	18
OTU1235	0	1 	0	0	1	1	0	0	0	0	0	2	3
OTU1236	1	1 	3	0	0	1	6	0	0	0	1	1	0
OTU1237	15	22 	3	0	1	19	3	0	1	25	3	0	0
OTU1238	0	0 	0	2	3	0	1	2	1	0	0	0	1
OTU1239	15	16 	8	16	8	17	12	9	1	15	13	11	5
OTU1240	2	1 	2	0	0	1	0	2	0	1	2	0	1
OTU1241	0	1 	0	0	0	1	0	0	0	0	0	0	0
OTU1242	1	1 	1	0	0	2	0	1	1	0	2	1	3
OTU1243	0	1 	0	0	0	1	0	0	0	0	0	0	0
OTU1244	3	1 	1	0	1	0	0	1	0	2	1	0	0
OTU1245	2	0 	0	0	2	0	0	0	3	0	1	0	1
OTU1246	0	0 	0	0	1	0	0	0	0	0	0	0	0
OTU1247	6	5 	13	7	9	5	7	6	7	4	12	2	6
OTU1248	3	4 	1	2	3	6	5	9	4	2	2	1	4
OTU1249	0	2 	2	3	0	2	2	2	0	2	3	1	2
OTU1250	0	1 	0	1	2	2	1	0	2	0	0	0	0
OTU1251	0	0 	2	0	0	0	0	0	1	0	0	0	0
OTU1252	2	3 	1	4	0	3	0	3	1	3	0	2	0
OTU1253	11	9 	5	7	3	10	6	6	3	7	13	5	11
OTU1254	0	2 	0	0	2	2	0	0	0	1	0	1	1
OTU1255	0	1 	2	0	3	1	2	1	3	0	1	1	1
OTU1256	0	0 	0	0	1	0	0	3	0	0	0	0	3
OTU1257	7	8 	11	16	24	12	12	18	17	4	15	9	15
OTU1258	2	2 	0	1	0	2	3	2	1	1	2	3	2
OTU1259	0	0 	1	4	3	0	1	0	0	0	0	0	0
OTU1260	0	2 	0	0	0	1	0	2	0	2	0	0	1
OTU1261	1	1 	1	0	2	1	1	1	3	0	0	1	1
OTU1262	1	0 	1	0	0	0	1	0	0	0	0	1	0
OTU1263	0	1 	1	0	0	1	0	0	0	0	1	0	0
OTU1264	0	0 	0	0	0	0	1	0	1	0	0	0	0
OTU1265	26	10 	0	25	0	2	1	0	1	17	2	1	0
OTU1266	1	2 	0	0	0	1	0	0	0	3	0	0	0
OTU1267	0	1 	0	0	0	2	0	1	0	0	1	0	0
OTU1268	0	0 	2	0	2	0	0	0	0	0	0	0	0
OTU1269	1	0 	2	0	2	0	0	3	3	0	1	0	2
OTU1270	6	9 	12	17	17	8	8	4	9	9	9	7	15
OTU1271	4	5 	7	7	2	2	9	7	3	7	3	2	2
OTU1272	21	27 	228	683	503	19	85	314	156	35	329	790	24
OTU1273	0	0 	0	0	0	0	2	1	1	0	1	0	0
OTU1274	1	2 	1	7	2	2	5	1	5	1	4	4	3
OTU1275	0	1 	1	1	1	0	0	0	1	1	0	0	0
OTU1276	0	2 	0	0	1	1	1	1	1	2	0	0	0
OTU1277	0	1 	1	0	0	1	0	0	0	0	0	0	0
OTU1278	0	1 	1	0	0	2	0	0	0	0	1	0	0
OTU1279	12	6 	12	11	11	4	5	4	5	7	8	10	9
OTU1280	0	1 	3	3	2	1	2	0	0	0	1	1	1
OTU1281	7	9 	12	8	17	12	9	11	13	6	7	15	8
OTU1282	0	1 	4	0	1	1	3	2	2	0	4	3	1
OTU1283	0	0 	0	0	0	0	0	1	0	0	0	0	0
OTU1284	0	0 	1	0	0	0	1	0	0	0	1	1	0
OTU1285	0	0 	1	1	0	0	0	0	0	0	0	0	0
OTU1286	2	2 	1	0	0	3	0	1	0	0	0	0	0
OTU1287	0	0 	1	0	2	0	2	1	1	0	1	1	2
OTU1288	0	1 	2	0	0	1	2	0	0	0	0	0	0
OTU1289	1	0 	0	0	0	0	0	0	1	0	0	0	0
OTU1290	0	1 	0	0	0	1	0	0	1	1	0	2	1
OTU1291	56	48 	37	17	17	49	44	57	63	46	68	45	50
OTU1292	2	1 	0	4	1	1	1	0	0	0	3	2	0
