OTU ID	HP7	HP15	HP25	HP40	LP7	LP15	LP25	LP40
OTU1944	0	0	0	1	0	0	0	1
OTU1945	0	0	0	1	1	4	1	0
OTU1946	1	0	1	0	0	0	0	2
OTU1947	0	1	0	0	1	1	0	0
OTU1948	1	0	0	0	1	0	0	0
OTU1949	4	0	1	1	0	0	0	0
OTU1950	0	2	2	3	0	1	3	2
OTU1951	6	2	10	1	7	5	4	3
OTU1952	7	6	1	0	5	1	2	0
OTU1953	2	1	1	1	2	1	0	0
OTU1954	7	18	10	5	9	10	14	12
OTU1955	1	2	0	0	1	0	2	0
OTU1956	2	1	1	1	5	4	4	2
OTU1957	2	7	7	5	2	2	15	2
OTU1958	1	0	0	1	0	1	1	1
OTU1959	0	0	0	0	0	0	0	1
OTU1960	0	3	1	2	1	0	1	3
OTU1961	0	1	0	0	0	0	0	0
OTU1962	2	0	1	0	0	0	0	1
OTU1963	1	0	0	0	2	1	1	1
OTU1964	4	1	0	0	2	1	0	0
OTU1965	2	1	0	0	0	0	1	0
OTU1966	2	0	0	0	0	0	2	0
OTU1967	0	0	0	0	0	2	0	0
OTU1968	22	13	20	13	21	19	11	10
OTU1969	16	40	21	17	26	14	16	18
OTU1970	1	0	0	2	1	1	1	0
OTU1971	2	3	2	5	2	1	1	1
OTU1972	2	2	0	2	3	4	3	2
OTU1973	188	177	211	170	183	194	116	215
OTU1974	1	0	1	0	0	0	1	1
OTU1975	0	2	4	0	2	2	4	3
OTU1976	4	2	2	2	4	5	1	2
OTU1977	4	23	19	10	7	17	2	14
OTU1978	3	1	3	3	3	2	0	1
OTU1979	0	0	0	0	0	1	0	0
OTU1980	1	4	0	1	1	1	1	1
OTU1981	0	0	0	0	0	0	0	0
OTU1982	3	1	2	0	0	0	1	1
OTU1983	2	1	2	0	1	0	2	1
OTU1984	0	0	0	0	3	0	0	1
OTU1985	2	9	1	0	1	0	0	0
OTU1986	1	0	1	0	2	0	0	0
OTU1987	1	0	2	0	0	0	0	0
OTU1988	0	1	0	2	0	0	1	2
OTU1989	0	0	2	0	0	0	0	1
OTU1990	0	1	1	0	0	0	0	1
OTU1991	2	1	0	0	2	0	0	1
OTU1992	22	19	24	20	19	19	10	21
OTU1993	27	6	4	5	25	13	4	3
OTU1994	0	0	0	0	0	0	1	0
OTU1995	0	0	0	1	1	0	0	2
OTU1996	1	0	0	0	0	0	0	0
OTU1997	1	0	0	0	0	3	1	1
OTU1998	0	0	2	0	0	0	1	1
OTU1999	0	0	1	0	1	0	2	0
OTU2000	0	0	2	8	0	1	1	7
OTU2001	0	0	0	3	1	0	0	0
OTU2002	0	0	1	0	0	0	0	2
OTU2003	0	4	1	1	0	0	0	0
OTU2004	1	1	1	0	0	0	0	0
OTU2005	0	0	0	0	0	0	0	0
OTU2006	0	1	0	0	0	0	0	0
OTU2007	57	27	26	21	25	21	21	23
OTU2008	0	0	1	1	0	0	0	0
OTU2009	1	0	0	2	3	0	3	0
OTU2010	0	1	0	0	1	0	0	1
OTU2011	1	2	0	1	0	0	0	1
OTU2012	0	0	0	0	0	0	1	0
OTU2013	4	3	2	3	1	4	2	0
OTU2014	1	4	1	0	1	0	0	0
OTU2015	0	2	2	1	0	4	2	1
OTU2016	0	0	1	0	0	0	0	0
OTU2017	2	3	3	1	2	1	2	3
OTU2018	0	0	0	0	0	0	1	0
OTU2019	0	0	0	0	0	0	0	0
OTU2020	5	3	5	3	1	5	2	3
OTU2021	0	0	0	0	1	2	0	0
OTU2022	6	3	5	2	4	2	3	2
OTU2023	2	3	1	2	1	0	0	2
OTU2024	0	0	0	0	3	0	0	0
OTU2025	0	0	0	0	0	1	0	2
OTU2026	10	9	3	7	10	11	7	7
OTU2027	0	1	0	1	1	0	0	1
OTU2028	0	0	1	0	0	0	1	1
OTU2029	0	0	2	3	1	2	2	2
OTU2030	2	1	0	0	0	0	0	1
OTU2031	0	0	2	0	0	1	3	1
OTU2032	0	1	1	0	1	1	1	0
OTU2033	0	1	1	2	1	0	2	0
OTU2034	0	0	0	1	0	0	0	0
OTU2035	0	0	0	0	1	0	1	1
OTU2036	0	2	1	1	0	0	3	2
OTU2037	1	1	1	0	0	0	0	1
OTU2038	2	0	0	0	1	0	0	1
OTU2039	1	5	2	5	1	5	1	3
OTU2040	0	0	0	0	1	0	0	0
OTU2041	0	0	0	0	0	0	0	0
OTU2042	2	3	4	1	1	1	2	1
OTU2043	0	0	2	3	0	0	0	0
OTU2044	3	1	0	1	1	0	0	1
OTU2045	0	0	0	0	0	1	0	0
OTU2046	5	3	6	6	0	4	3	10
OTU2047	1	2	2	0	0	2	1	0
OTU2048	3	7	9	3	4	3	4	0
OTU2049	0	0	0	0	0	0	13	0
OTU2050	0	1	1	2	1	2	0	0
OTU2051	2	2	1	1	4	3	2	3
OTU2052	0	2	0	0	0	3	0	0
OTU2053	0	0	1	1	0	1	1	1
OTU2054	1	0	1	0	0	0	0	0
OTU2055	13	5	3	7	10	6	10	12
OTU2056	1	3	5	3	2	1	0	5
OTU2057	3	0	2	2	2	2	4	1
OTU2058	9	21	26	25	11	10	35	33
OTU2059	1	1	1	3	0	1	1	2
OTU2060	1	14	6	4	1	20	6	9
OTU2061	0	0	2	1	0	0	0	1
OTU2062	7	4	6	5	1	10	11	9
OTU2063	3	2	0	0	0	2	0	1
OTU2064	0	0	0	2	1	0	1	0
OTU2065	1	0	2	0	0	2	0	1
OTU2066	2	2	2	3	0	2	4	5
OTU2067	0	2	2	2	0	0	3	3
OTU2068	1	0	0	1	3	0	1	0
OTU2069	0	4	1	4	1	4	0	0
OTU2070	1	0	0	1	0	0	1	0
OTU2071	1	1	1	0	1	2	2	0
OTU2072	0	2	1	2	0	0	0	2
OTU2073	0	0	0	0	1	0	1	2
OTU2074	10	1	13	10	5	13	0	9
OTU2075	8	4	1	2	3	3	1	4
OTU2076	1	5	2	1	0	2	4	2
OTU2077	1	1	0	2	0	0	1	3
OTU2078	0	0	0	0	1	1	0	0
OTU2079	0	0	1	0	1	0	2	0
OTU2080	0	1	0	0	0	1	1	0
OTU2081	5	5	3	4	2	8	7	5
OTU2082	1	3	0	0	2	3	3	2
OTU2083	0	0	1	0	0	0	0	0
OTU2084	0	1	0	1	0	1	0	0
OTU2085	1	0	1	1	0	0	2	1
OTU2086	1	0	0	0	2	1	0	0
OTU2087	0	1	2	0	3	0	2	1
OTU2088	1	0	3	2	0	0	1	1
OTU2089	0	0	0	1	0	0	0	0
OTU2090	0	0	1	0	0	1	0	0
OTU2091	1	5	5	9	2	4	4	4
OTU2092	2	6	5	6	1	3	4	5
OTU2093	25	49	46	41	19	38	33	48
OTU2094	1	3	0	0	0	0	1	0
OTU2095	3	1	1	7	1	3	0	5
OTU2096	1	0	1	1	0	0	2	0
OTU2097	1	0	0	0	0	0	0	0
OTU2098	1	1	0	0	3	0	2	1
OTU2099	2	2	0	0	1	2	1	1
OTU2100	3	0	2	1	0	3	1	1
OTU2101	0	0	1	2	2	1	1	0
OTU2102	0	0	0	0	1	0	0	1
OTU2103	1	4	5	4	0	4	2	4
OTU2104	1	2	3	3	3	7	2	0
OTU2105	1	0	0	1	4	0	0	0
OTU2106	0	0	0	0	1	0	0	0
OTU2107	1	1	0	2	0	1	1	0
OTU2108	14	10	10	21	9	11	13	16
OTU2109	0	0	1	0	1	0	4	0
OTU2110	21	4	6	4	11	10	7	3
OTU2111	0	0	2	0	0	0	0	1
OTU2112	24	17	7	20	22	12	11	9
OTU2113	1	3	1	2	1	4	4	4
OTU2114	0	1	1	1	0	0	2	0
OTU2115	2	1	0	1	0	0	1	0
OTU2116	0	0	0	0	1	1	0	1
OTU2117	0	1	0	0	1	0	1	1
OTU2118	1	0	0	0	0	0	1	0
OTU2119	1	5	3	4	3	3	4	5
OTU2120	1	2	0	2	0	0	0	3
OTU2121	0	0	2	1	0	1	1	1
OTU2122	3	0	1	0	2	2	2	1
OTU2123	1	0	0	0	0	0	0	0
OTU2124	0	1	0	1	0	0	2	0
OTU2125	0	0	1	0	0	0	1	0
OTU2126	11	14	9	8	6	7	4	10
OTU2127	0	1	0	0	0	2	0	0
OTU2128	11	15	26	37	4	13	18	50
OTU2129	8	10	13	22	13	14	14	25
OTU2130	0	1	1	0	0	1	1	1
OTU2131	0	1	0	1	0	0	0	1
OTU2132	2	0	1	0	0	2	2	1
OTU2133	1	0	1	0	0	1	1	0
OTU2134	3	2	1	0	0	0	1	1
OTU2135	0	0	0	1	0	2	0	0
OTU2136	1	0	0	0	0	0	0	0
OTU2137	0	30	85	96	0	51	112	111
OTU2138	1	0	0	0	1	1	0	0
OTU2139	3	0	1	2	3	2	1	2
OTU2140	2	0	0	0	0	0	0	1
OTU2141	2	4	4	0	1	1	3	0
OTU2142	1	3	0	1	0	0	1	1
OTU2143	0	0	1	0	1	2	0	1
OTU2144	47	52	63	69	32	67	61	46
OTU2145	1	0	0	0	0	0	1	0
OTU2146	1	0	0	1	0	0	0	0
OTU2147	1	1	1	0	0	0	0	2
OTU2148	7	9	5	0	2	7	1	9
OTU2149	2	0	0	0	0	0	0	0
OTU2150	1	0	1	3	3	1	0	3
OTU2151	3	3	0	1	3	2	4	5
OTU2152	1	1	2	3	1	1	1	3
OTU2153	0	0	1	0	1	0	0	0
OTU2154	3	6	7	7	2	0	4	0
OTU2155	1	0	1	0	0	2	0	3
OTU2156	0	1	0	1	1	0	0	1
OTU2157	1	0	2	0	1	0	1	2
OTU2158	0	0	0	0	2	1	0	0
OTU2159	1	1	0	1	1	1	0	0
OTU2160	5	6	9	9	4	7	6	9
OTU2161	14	8	9	6	3	3	6	6
OTU2162	0	1	2	0	2	1	2	2
OTU2163	5	4	9	10	11	3	6	18
OTU2164	4	8	8	7	11	11	3	10
OTU2165	1	2	0	0	0	1	0	0
OTU2166	0	0	0	0	0	1	0	0
OTU2167	0	0	0	0	0	0	0	0
OTU2168	2	4	0	1	0	3	2	2
OTU2169	0	2	1	0	0	0	0	0
OTU2170	4	4	2	4	8	13	4	3
OTU2171	27	35	15	16	19	29	20	21
OTU2172	2	3	2	1	0	2	4	0
OTU2173	3	1	1	0	1	1	2	0
OTU2174	1	7	2	4	0	5	4	5
OTU2175	0	0	1	0	1	2	1	0
OTU2176	0	0	0	1	0	0	1	0
OTU2177	9	10	5	6	5	9	4	4
OTU2178	4	16	8	11	6	9	6	7
OTU2179	0	0	0	0	0	1	0	0
OTU2180	0	5	2	1	1	0	1	3
OTU2181	1	0	4	3	1	5	3	0
OTU2182	0	4	0	0	1	0	2	2
OTU2183	0	0	0	0	0	0	0	0
OTU2184	0	0	1	0	1	0	0	0
OTU2185	7	12	9	6	4	9	5	1
OTU2186	9	3	7	5	4	4	4	4
OTU2187	5	3	1	5	0	2	3	5
OTU2188	0	6	2	3	7	1	3	7
OTU2189	1	0	0	0	0	0	1	0
OTU2190	1	0	0	0	0	1	0	1
OTU2191	0	0	0	0	0	0	1	0
OTU2192	1	2	2	1	3	3	2	2
OTU2193	3	3	2	0	1	1	1	2
OTU2194	3	5	7	5	2	9	9	12
OTU2195	3	2	3	1	1	2	4	1
OTU2196	4	2	1	3	0	5	2	2
OTU2197	0	0	0	0	0	0	0	0
OTU2198	3	11	7	8	6	8	9	6
OTU2199	0	2	0	0	4	1	0	0
OTU2200	1	0	2	1	1	1	1	0
OTU2201	0	1	0	0	0	1	0	0
OTU2202	7	14	2	10	7	5	4	8
OTU2203	1	0	0	0	1	0	0	0
OTU2204	27	11	18	6	12	16	9	6
OTU2205	15	14	7	7	13	4	6	6
OTU2206	0	0	0	0	1	1	1	0
OTU2207	1	1	0	1	1	1	0	2
OTU2208	11	6	6	9	4	5	8	6
OTU2209	0	0	1	1	0	1	0	0
OTU2210	0	0	0	0	0	0	0	0
OTU2211	0	1	0	0	1	1	0	1
OTU2212	11	4	9	7	6	1	4	3
OTU2213	4	7	10	10	5	8	6	10
OTU2214	9	23	22	10	9	11	17	14
OTU2215	9	10	6	4	16	8	7	4
OTU2216	0	0	1	0	0	0	0	0
OTU2217	20	18	29	36	10	24	20	31
OTU2218	0	1	0	0	1	0	0	0
OTU2219	0	0	0	0	0	0	0	0
OTU2220	0	0	0	0	0	0	2	0
OTU2221	1	0	0	1	1	0	1	0
OTU2222	0	0	0	0	0	0	0	0
OTU2223	9	9	7	14	9	10	7	6
OTU2224	17	8	7	8	4	5	7	7
OTU2225	12	9	22	19	11	15	12	12
OTU2226	1	0	0	0	1	1	0	0
OTU2227	0	0	0	1	0	0	0	1
OTU2228	0	0	0	0	0	0	0	0
OTU2229	0	0	0	1	0	0	0	1
OTU2230	3	4	1	1	1	3	1	1
OTU2231	1	0	0	0	0	0	0	0
OTU2232	0	0	0	0	0	0	0	0
OTU2233	3	3	2	2	1	1	1	1
OTU2234	2	0	0	3	1	0	0	0
OTU2235	11	18	23	22	11	12	11	23
OTU2236	0	0	0	0	0	1	1	0
OTU2237	4	2	1	2	3	2	0	1
OTU2238	1	1	0	0	0	0	2	0
OTU2239	0	0	4	1	0	1	0	0
OTU2240	0	0	2	0	0	0	0	1
OTU2241	0	1	1	0	0	0	0	0
OTU2242	4	3	2	1	8	9	8	1
OTU2243	1	4	2	6	1	8	5	6
OTU2244	0	0	1	0	3	0	0	1
OTU2245	7	1	1	0	3	2	0	0
OTU2246	14	8	10	3	7	8	6	12
OTU2247	2	5	3	1	0	4	4	3
OTU2248	0	0	0	0	1	0	3	0
OTU2249	0	0	0	0	1	0	2	0
OTU2250	1	2	0	1	2	5	0	0
OTU2251	2	1	2	3	0	1	2	0
OTU2252	0	0	0	0	0	1	0	1
OTU2253	1	2	1	1	1	2	6	2
OTU2254	0	0	0	0	1	0	0	1
OTU2255	1	0	0	1	0	0	1	0
OTU2256	1	1	0	0	0	0	0	0
OTU2257	0	2	0	0	0	3	3	1
OTU2258	4	6	2	3	1	2	0	5
OTU2259	0	1	0	0	0	0	0	1
OTU2260	0	2	1	0	0	1	0	1
OTU2261	1	0	0	0	0	0	1	0
OTU2262	2	2	6	7	4	5	11	6
OTU2263	0	0	0	0	0	0	0	0
OTU2264	7	9	3	2	2	2	4	2
OTU2265	1	1	0	0	0	1	1	0
OTU2266	1	2	0	0	0	0	0	0
OTU2267	0	0	0	1	0	0	0	0
OTU2268	0	0	1	1	0	0	2	0
OTU2269	14	17	4	10	2	5	8	6
OTU2270	1	2	0	0	0	0	0	0
OTU2271	0	0	1	0	0	0	0	0
OTU2272	0	0	0	0	0	0	1	0
OTU2273	0	3	2	0	0	1	1	2
OTU2274	8	17	9	20	9	18	15	7
OTU2275	4	0	3	0	1	2	0	0
OTU2276	0	1	1	3	0	3	4	1
OTU2277	1	0	0	1	0	0	0	1
OTU2278	4	7	3	4	6	3	7	4
OTU2279	4	2	0	0	2	0	0	0
OTU2280	2	10	6	5	1	5	3	9
OTU2281	122	118	122	116	70	107	52	147
OTU2282	10	3	6	3	8	6	5	5
OTU2283	0	1	2	2	1	2	0	1
OTU2284	2	1	0	1	0	1	0	0
OTU2285	0	1	0	0	0	0	0	0
OTU2286	5	3	1	5	3	2	5	4
OTU2287	3	0	0	1	0	0	1	1
OTU2288	0	0	0	1	0	2	2	1
OTU2289	1	5	3	7	2	2	3	4
OTU2290	0	0	0	0	0	0	0	0
OTU2291	1	2	3	0	2	0	1	2
OTU2292	1	0	0	0	0	0	0	0
OTU2293	0	0	0	1	0	0	0	0
OTU2294	0	0	1	0	0	0	0	0
OTU2295	91	127	160	177	66	138	177	199
OTU2296	0	1	1	0	1	0	0	1
OTU2297	0	0	0	1	0	0	0	1
OTU2298	0	3	0	0	0	0	0	0
OTU2299	2	2	3	2	4	1	0	5
OTU2300	3	0	0	1	0	0	0	1
OTU2301	0	0	0	0	0	0	1	0
OTU2302	3	1	1	1	0	0	0	1
OTU2303	7	4	4	6	9	6	6	6
OTU2304	0	0	1	0	0	0	3	1
OTU2305	0	5	3	2	2	3	1	4
OTU2306	0	0	1	0	0	0	0	0
OTU2307	1	0	1	1	0	0	0	1
OTU2308	5	6	2	16	5	7	2	7
OTU2309	4	0	0	0	1	1	0	0
OTU2310	6	14	10	8	8	4	8	6
OTU2311	2	4	4	9	0	0	5	8
OTU2312	0	0	0	1	1	0	0	0
OTU2313	0	0	3	0	0	0	0	0
OTU2314	5	7	1	0	3	2	1	0
OTU2315	0	0	0	0	0	2	0	1
OTU2316	0	1	5	4	1	3	4	1
OTU2317	12	20	12	6	10	14	18	8
OTU2318	4	0	0	0	0	0	0	0
OTU2319	3	6	7	7	1	5	2	7
OTU2320	2	0	1	1	1	0	1	3
OTU2321	6	3	0	0	1	2	0	0
OTU2322	6	1	0	0	0	0	3	1
OTU2323	9	7	3	4	7	6	3	8
OTU2324	0	1	0	0	1	0	0	0
OTU2325	2	1	0	1	2	1	1	0
OTU2326	0	2	2	4	4	1	2	3
OTU2327	18	35	22	21	14	25	23	19
OTU2328	0	0	0	0	0	1	0	0
OTU2329	0	0	4	2	0	2	3	2
OTU2330	0	0	1	2	1	1	0	0
OTU2331	0	0	0	0	0	0	0	1
OTU2332	1	0	0	0	0	0	1	1
OTU2333	29	16	7	30	9	13	17	23
OTU2334	3	5	4	3	3	6	7	3
OTU2335	3	1	4	4	2	1	1	0
OTU2336	1	1	0	0	1	1	1	0
OTU2337	0	1	3	2	0	1	1	1
OTU2338	1	0	0	0	2	0	0	0
OTU2339	1	0	1	0	0	1	2	3
OTU2340	0	1	0	0	0	0	0	0
OTU2341	0	0	0	0	0	0	0	1
OTU2342	5	7	13	18	7	15	15	4
OTU2343	0	1	0	0	0	3	4	0
OTU2344	0	1	0	0	0	0	0	0
OTU2345	0	0	1	1	1	1	2	1
OTU2346	6	5	10	6	7	4	12	7
OTU2347	0	0	0	0	0	0	0	0
OTU2348	1	0	1	0	0	1	1	0
OTU2349	12	24	20	20	10	26	24	19
OTU2350	0	0	1	0	1	1	1	0
OTU2351	0	1	1	1	0	1	1	2
OTU2352	1	1	0	0	0	0	0	0
OTU2353	0	0	0	0	0	0	0	0
OTU2354	6	6	6	7	1	4	4	3
OTU2355	3	4	3	1	0	2	2	1
OTU2356	0	0	0	0	0	0	2	1
OTU2357	0	3	2	4	3	2	6	3
OTU2358	1	1	0	1	0	0	0	0
OTU2359	1	0	2	0	0	0	0	0
OTU2360	0	0	0	0	0	2	0	1
OTU2361	1	0	1	3	0	2	3	3
OTU2362	0	1	1	0	0	0	0	1
OTU2363	0	0	1	0	0	0	0	0
OTU2364	3	0	1	0	1	2	1	0
OTU2365	1	0	0	0	1	1	2	3
OTU2366	0	2	0	0	0	2	1	1
OTU2367	0	0	0	0	1	1	0	1
OTU2368	0	1	0	1	0	1	0	1
OTU2369	5	1	0	2	3	4	7	1
OTU2370	0	1	0	0	0	2	0	0
OTU2371	0	0	0	0	0	2	0	0
OTU2372	1	3	2	0	1	1	0	3
OTU2373	51	34	48	53	46	45	36	44
OTU2374	0	0	1	0	0	0	1	1
OTU2375	0	1	0	0	0	0	0	0
OTU2376	2	2	2	1	0	0	0	0
OTU2377	0	0	1	0	0	0	1	0
OTU2378	2	0	1	1	0	2	0	1
OTU2379	6	2	2	1	6	2	4	1
OTU2380	0	0	1	0	0	2	0	0
OTU2381	4	0	1	0	3	1	0	0
OTU2382	0	0	0	0	1	3	1	0
OTU2383	1	0	0	0	0	0	0	0
OTU2384	1	1	1	0	0	0	0	0
OTU2385	23	25	16	12	18	17	26	33
OTU2386	3	4	7	3	1	4	1	6
OTU2387	0	0	0	1	1	0	1	0
OTU2388	2	0	0	0	0	1	0	1
OTU2389	4	0	0	0	0	0	0	0
OTU2390	11	16	21	17	9	15	8	17
OTU2391	0	0	0	4	0	0	1	0
OTU2392	0	1	0	0	0	2	0	1
OTU2393	2	3	0	0	2	1	3	1
OTU2394	65	74	83	76	77	68	94	86
OTU2395	15	32	35	41	10	21	52	18
OTU2396	0	0	0	1	0	0	0	0
OTU2397	1	1	2	0	0	0	1	4
OTU2398	0	0	0	1	0	0	0	0
OTU2399	0	0	0	0	0	0	0	0
OTU2400	1	2	1	1	1	1	3	1
OTU2401	1	0	0	2	0	1	0	0
OTU2402	1	2	0	0	1	1	2	0
OTU2403	2	4	3	5	0	3	1	1
OTU2404	0	1	0	0	0	0	1	0
OTU2405	1	0	0	0	1	0	0	0
OTU2406	13	6	12	7	3	0	3	5
OTU2407	0	0	2	2	0	1	1	3
OTU2408	0	0	0	0	0	2	0	2
OTU2409	0	1	1	2	0	1	1	2
OTU2410	0	0	1	0	1	1	2	0
OTU2411	2	2	2	0	0	0	0	0
OTU2412	1	0	1	0	0	0	0	1
OTU2413	2	1	3	3	0	0	3	1
OTU2414	2	3	3	1	5	3	6	3
OTU2415	1	2	7	2	2	4	3	3
OTU2416	3	2	1	2	0	2	1	3
OTU2417	3	6	6	8	3	5	7	8
OTU2418	2	2	1	0	1	0	0	1
OTU2419	1	1	0	0	0	0	0	0
OTU2420	1	1	3	0	3	0	1	1
OTU2421	0	2	3	0	1	1	6	3
OTU2422	1	0	2	0	0	2	0	0
OTU2423	1	4	2	3	2	1	2	1
OTU2424	2	2	0	0	1	1	1	0
OTU2425	2	1	1	2	0	0	2	2
OTU2426	6	2	4	3	3	2	4	3
OTU2427	1	0	0	0	0	0	0	0
OTU2428	0	2	0	0	1	2	2	1
OTU2429	2	1	0	5	0	2	0	1
OTU2430	0	1	0	0	0	1	0	1
OTU2431	5	9	7	17	11	6	5	15
OTU2432	2	0	0	1	1	1	1	0
OTU2433	10	3	3	4	5	2	2	1
OTU2434	28	43	30	54	27	37	27	56
OTU2435	2	0	2	3	9	3	0	2
OTU2436	0	1	0	0	0	0	0	0
OTU2437	2	7	2	5	4	1	5	9
OTU2438	0	1	0	1	0	0	0	0
OTU2439	0	1	0	0	0	16	7	2
OTU2440	18	49	41	39	20	45	49	30
OTU2441	2	1	1	0	2	2	2	2
OTU2442	4	1	4	4	1	2	0	1
OTU2443	8	11	5	3	8	8	8	5
OTU2444	175	273	260	262	149	270	247	282
OTU2445	2	3	2	0	1	2	1	0
OTU2446	0	0	0	3	1	0	0	0
OTU2447	0	1	0	0	0	0	1	0
OTU2448	8	7	10	5	9	2	3	7
OTU2449	3	2	4	4	1	3	1	5
OTU2450	1	0	0	1	1	0	0	0
OTU2451	0	0	0	1	0	0	0	0
OTU2452	2	0	0	0	0	0	0	0
OTU2453	0	5	3	4	0	1	3	3
OTU2454	1	1	0	2	0	1	0	1
OTU2455	1	1	0	1	0	1	0	0
OTU2456	3	3	1	3	0	3	1	6
OTU2457	39	19	29	23	43	22	34	35
OTU2458	0	2	1	2	0	2	0	1
OTU2459	1	1	2	0	0	2	1	1
OTU2460	1	6	4	0	2	2	0	3
OTU2461	6	6	2	4	9	5	2	2
OTU2462	1	3	1	1	2	2	0	3
OTU2463	0	2	1	1	0	0	1	1
OTU2464	0	0	1	0	0	0	0	0
OTU2465	1	0	0	3	1	0	0	2
OTU2466	1	1	0	2	2	1	2	0
OTU2467	1	0	0	2	0	2	2	0
OTU2468	0	1	1	1	0	0	0	0
OTU2469	5	2	3	9	7	5	10	4
OTU2470	2	5	3	2	2	1	7	6
OTU2471	0	0	0	0	2	1	0	2
OTU2472	0	0	0	0	0	0	0	2
OTU2473	6	8	8	5	8	7	7	7
OTU2474	0	2	0	0	1	0	0	0
OTU2475	0	1	0	0	0	0	0	1
OTU2476	6	8	9	13	9	11	10	10
OTU2477	0	0	0	0	0	0	0	0
OTU2478	0	1	2	0	0	0	1	2
OTU2479	1	1	3	0	0	3	1	0
OTU2480	0	1	2	2	0	0	0	1
OTU2481	0	0	2	0	0	0	1	0
OTU2482	6	17	9	16	1	10	15	10
OTU2483	0	3	1	3	0	1	0	1
OTU2484	0	1	0	0	1	0	1	0
OTU2485	8	14	12	25	3	18	13	12
OTU2486	1	0	3	0	1	1	1	1
OTU2487	15	5	3	2	4	2	2	2
OTU2488	2	1	1	0	2	2	1	2
OTU2489	10	11	18	8	10	10	7	10
OTU2490	1	2	0	1	2	0	2	2
OTU2491	2	1	0	0	0	1	1	0
OTU2492	1	0	1	0	1	0	0	0
OTU2493	2	1	2	1	4	0	0	0
OTU2494	1	0	0	0	2	0	2	0
OTU2495	1	0	0	0	0	0	5	0
OTU2496	1	4	0	1	2	1	0	1
OTU2497	0	1	4	2	0	0	0	0
OTU2498	7	2	3	4	3	0	2	0
OTU2499	4	6	7	6	4	4	6	6
OTU2500	0	0	1	0	0	0	1	0
OTU2501	0	0	1	0	0	0	0	0
OTU2502	0	3	2	0	2	3	4	0
OTU2503	0	0	1	0	0	1	2	0
OTU2504	1	0	1	0	0	0	0	0
OTU2505	1	3	1	0	2	3	1	2
OTU2506	2	0	0	1	0	2	3	2
OTU2507	0	0	0	1	0	0	0	0
OTU2508	21	27	34	34	15	40	39	33
OTU2509	4	16	14	8	3	8	4	6
OTU2510	0	0	0	0	0	0	1	3
OTU2511	1	0	0	0	0	0	2	1
OTU2512	0	1	0	0	1	0	1	0
OTU2513	2	0	2	2	2	0	0	1
OTU2514	0	0	1	1	0	0	0	1
OTU2515	1	0	4	0	1	1	1	0
OTU2516	5	4	5	9	1	0	0	3
OTU2517	0	0	0	1	0	0	0	0
OTU2518	5	5	4	3	8	5	5	2
OTU2519	2	2	7	7	2	2	6	1
OTU2520	1	1	0	0	0	1	0	1
OTU2521	0	1	0	1	3	1	2	0
OTU2522	9	9	5	7	3	8	7	7
OTU2523	0	1	3	0	0	4	2	1
OTU2524	1	0	0	0	1	0	0	0
OTU2525	0	0	0	0	2	0	0	0
OTU2526	0	1	1	0	0	0	0	2
OTU2527	4	8	0	7	5	6	11	10
OTU2528	0	4	2	2	0	0	3	1
OTU2529	1	0	0	1	1	0	3	0
OTU2530	1	1	0	0	1	1	0	0
OTU2531	0	0	0	0	0	1	0	1
OTU2532	0	0	0	0	0	0	0	0
OTU2533	0	0	1	0	0	0	1	0
OTU2534	1	4	1	3	0	3	0	1
OTU2535	0	0	1	0	1	1	0	0
OTU2536	0	0	0	0	0	0	2	1
OTU2537	58	49	52	23	43	50	43	40
OTU2538	0	0	0	3	1	1	0	0
OTU2539	0	1	0	2	0	3	1	3
OTU2540	0	2	1	0	0	2	0	0
OTU2541	0	1	0	0	0	0	1	2
OTU2542	1	1	4	1	6	0	2	2
OTU2543	0	1	5	1	2	2	0	0
OTU2544	26	30	21	19	17	27	22	21
OTU2545	1	0	2	0	0	2	1	0
OTU2546	4	0	6	6	5	5	10	11
OTU2547	0	0	0	0	0	1	0	0
OTU2548	9	6	8	7	6	5	6	9
OTU2549	0	2	1	3	1	2	3	2
OTU2550	0	2	4	4	1	4	8	3
OTU2551	0	0	0	0	1	0	1	0
OTU2552	0	0	2	0	0	0	0	0
OTU2553	6	6	9	8	3	6	7	3
OTU2554	0	0	0	1	0	0	1	0
OTU2555	0	1	0	2	0	0	0	0
OTU2556	1	0	0	0	1	1	0	0
OTU2557	4	4	3	5	1	2	5	8
OTU2558	0	0	1	0	2	0	1	0
OTU2559	4	5	4	6	3	4	9	6
OTU2560	0	0	1	1	0	0	1	0
OTU2561	1	4	7	4	2	6	15	7
OTU2562	0	0	1	1	3	0	0	0
OTU2563	3	3	1	2	2	1	2	3
OTU2564	2	1	0	1	1	2	0	1
OTU2565	0	0	2	2	1	0	0	2
OTU2566	0	2	0	1	0	2	3	0
OTU2567	7	4	3	0	5	1	3	1
OTU2568	7	6	2	6	2	1	3	2
OTU2569	1	0	0	1	4	2	3	0
OTU2570	1	2	3	1	0	0	4	4
OTU2571	0	1	2	0	0	0	0	0
OTU2572	0	0	1	4	0	7	3	4
OTU2573	6	5	7	6	4	2	9	7
OTU2574	1	1	0	2	1	0	0	1
OTU2575	11	19	12	12	14	18	11	37
OTU2576	0	1	0	1	0	1	1	0
OTU2577	1	1	1	1	1	0	1	1
